"export-plot data (NetLogo 6.2.2)"
"ButterflyModel_Ch5-4_2ndEd.nlogo"
"07/19/2022 16:31:35:715 -0500"

"MODEL SETTINGS"
"q"
"0.6"

"""Corridor width"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","1120","0","535","true","""default""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""default""","true","0","1","0","999"

"""default"""
"x","y","color","pen down?"
"0","375.4852992067827","0","true"
"1","486.0869458103302","0","true"
"2","506.3038990964113","0","true"
"3","510.020196081125","0","true"
"4","509.7297087809371","0","true"
"5","505.9288208891972","0","true"
"6","503.5445770949778","0","true"
"7","493.4442677910704","0","true"
"8","490.6875714667995","0","true"
"9","482.85235728472736","0","true"
"10","475.7191778314565","0","true"
"11","468.9733718207402","0","true"
"12","460.7666374742662","0","true"
"13","454.69898767324287","0","true"
"14","446.5380387314639","0","true"
"15","439.2254027478545","0","true"
"16","431.910259563937","0","true"
"17","423.3629873409339","0","true"
"18","418.00897705619144","0","true"
"19","411.56092398631154","0","true"
"20","405.1116130424184","0","true"
"21","396.9375234134729","0","true"
"22","391.9607859261927","0","true"
"23","384.8824061435466","0","true"
"24","378.5890403248954","0","true"
"25","375.4963650270612","0","true"
"26","369.6943639888283","0","true"
"27","364.82169502844454","0","true"
"28","360.6554022813474","0","true"
"29","356.38515795510585","0","true"
"30","351.30935958221335","0","true"
"31","347.3664828858971","0","true"
"32","342.98867952820376","0","true"
"33","338.90603927939367","0","true"
"34","335.3477637384705","0","true"
"35","331.14979438894443","0","true"
"36","326.9376274718004","0","true"
"37","323.95621304484234","0","true"
"38","320.8645777346605","0","true"
"39","317.02827289179504","0","true"
"40","313.24374198673553","0","true"
"41","309.93978336662474","0","true"
"42","307.81222994247963","0","true"
"43","304.66789465600635","0","true"
"44","302.58136309448804","0","true"
"45","299.66198680462617","0","true"
"46","297.6149410133588","0","true"
"47","295.2180061212067","0","true"
"48","293.809869264776","0","true"
"49","290.555101598919","0","true"
"50","288.8269639866846","0","true"
"51","287.0679367323295","0","true"
"52","285.36508291278125","0","true"
"53","283.44592955596966","0","true"
"54","281.92688720795826","0","true"
"55","279.5163862843084","0","true"
"56","277.8574089463082","0","true"
"57","276.114940486995","0","true"
"58","274.6088871867038","0","true"
"59","273.12733397494117","0","true"
"60","272.3666044397148","0","true"
"61","270.69165413030913","0","true"
"62","269.2232415657666","0","true"
"63","268.5714579462461","0","true"
"64","267.4279874717914","0","true"
"65","266.6176961534337","0","true"
"66","265.790625901577","0","true"
"67","265.20280572510507","0","true"
"68","264.7884378356089","0","true"
"69","263.8382101169269","0","true"
"70","263.2905754503342","0","true"
"71","262.9321569522379","0","true"
"72","262.1268135110274","0","true"
"73","261.4949820220786","0","true"
"74","261.3054269512486","0","true"
"75","260.663630436089","0","true"
"76","260.1908695719509","0","true"
"77","259.69109268079654","0","true"
"78","259.0373037306482","0","true"
"79","258.95547914201535","0","true"
"80","259.12267684336615","0","true"
"81","258.7875692526731","0","true"
"82","259.0703643297549","0","true"
"83","258.34621945040885","0","true"
"84","258.53597379190904","0","true"
"85","258.30010046202744","0","true"
"86","258.15166792896724","0","true"
"87","258.0153864696164","0","true"
"88","258.0225664856828","0","true"
"89","258.028800476042","0","true"
"90","257.93064749052354","0","true"
"91","257.8354463604299","0","true"
"92","257.9475503780036","0","true"
"93","257.8733403677217","0","true"
"94","258.019390143451","0","true"
"95","257.9944433686896","0","true"
"96","258.0849926703795","0","true"
"97","258.163738593755","0","true"
"98","258.03675916031915","0","true"
"99","257.798305207058","0","true"
"100","257.8557436182276","0","true"
"101","257.37332394660103","0","true"
"102","257.2088129156225","0","true"
"103","257.22700140230063","0","true"
"104","257.6862169614802","0","true"
"105","257.2779646531616","0","true"
"106","257.6110083036854","0","true"
"107","257.94646440502737","0","true"
"108","257.72703885073145","0","true"
"109","257.4873835501961","0","true"
"110","257.58022226119334","0","true"
"111","257.7399538920074","0","true"
"112","257.49933613946166","0","true"
"113","257.20812131378347","0","true"
"114","257.1000134683664","0","true"
"115","257.3270425970419","0","true"
"116","257.527301173199","0","true"
"117","257.6788605674002","0","true"
"118","258.0593988362741","0","true"
"119","257.9218585190704","0","true"
"120","257.85570690689116","0","true"
"121","257.6972479276617","0","true"
"122","257.5286365204023","0","true"
"123","257.131813072918","0","true"
"124","257.4839630439981","0","true"
"125","257.6638304699209","0","true"
"126","257.6415295101111","0","true"
"127","257.25467695508064","0","true"
"128","257.31998876243296","0","true"
"129","257.3487455501341","0","true"
"130","257.5490860516381","0","true"
"131","257.7629548404626","0","true"
"132","257.83921591932153","0","true"
"133","257.5837607452283","0","true"
"134","257.17822861914243","0","true"
"135","257.36832911664067","0","true"
"136","257.5317065202924","0","true"
"137","257.52737127349997","0","true"
"138","257.64484604024955","0","true"
"139","257.25894386781965","0","true"
"140","257.12036750444685","0","true"
"141","257.30848250323913","0","true"
"142","257.32314496400716","0","true"
"143","257.27395816303795","0","true"
"144","257.27779935261236","0","true"
"145","257.32418306528734","0","true"
"146","257.3867894234034","0","true"
"147","257.54993014527685","0","true"
"148","257.1971583218586","0","true"
"149","257.89461484276575","0","true"
"150","257.59094171711956","0","true"
"151","257.7411056904118","0","true"
"152","257.8767111700014","0","true"
"153","257.0687216464538","0","true"
"154","257.1956863872215","0","true"
"155","257.3196148723188","0","true"
"156","257.58048048356005","0","true"
"157","257.3816874669919","0","true"
"158","257.95969868183954","0","true"
"159","257.66997273968724","0","true"
"160","257.685832952682","0","true"
"161","257.7183922107157","0","true"
"162","257.71535947696174","0","true"
"163","257.6098001118276","0","true"
