"export-plot data (NetLogo 6.1.1)"
"Chapter_5_Butterfly_Movement.nlogo"
"07/15/2022 08:57:27:634 -0500"

"MODEL SETTINGS"
"probability"
"1"

"""Corridor Width"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","2190","0","387","true","""turtles""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""turtles""","true","0","1","0","1999"

"""turtles"""
"x","y","color","pen down?"
"0","351.7552306860264","0","true"
"1","351.7552306860264","0","true"
"2","350.8877686490472","0","true"
"3","350.887768649047","0","true"
"4","349.8174822198936","0","true"
"5","349.8174822198934","0","true"
"6","346.831368540589","0","true"
"7","346.8313685405888","0","true"
"8","340.9045009366499","0","true"
"9","340.9045009366502","0","true"
"10","333.5488432079536","0","true"
"11","333.54884320795355","0","true"
"12","325.6188466383954","0","true"
"13","325.6188466383952","0","true"
"14","316.9442329332262","0","true"
"15","316.94423293322603","0","true"
"16","307.9004766974282","0","true"
"17","307.90047669742825","0","true"
"18","299.3456861053869","0","true"
"19","299.3456861053866","0","true"
"20","290.33992235798587","0","true"
"21","290.33992235798587","0","true"
"22","281.40871119165416","0","true"
"23","281.40871119165405","0","true"
"24","273.32619386350837","0","true"
"25","273.32619386350825","0","true"
"26","265.6163156510904","0","true"
"27","265.6163156510904","0","true"
"28","258.59369351914046","0","true"
"29","258.5936935191404","0","true"
"30","252.1128746031124","0","true"
"31","252.11287460311212","0","true"
"32","245.77839145385022","0","true"
"33","245.77839145385005","0","true"
"34","240.00283755567528","0","true"
"35","240.0028375556751","0","true"
"36","234.63081196222882","0","true"
"37","234.6308119622285","0","true"
"38","229.5626915265755","0","true"
"39","229.5626915265752","0","true"
"40","224.65710062360176","0","true"
"41","224.65710062360174","0","true"
"42","219.9250950410226","0","true"
"43","219.92509504102256","0","true"
"44","215.52615102893736","0","true"
"45","215.52615102893753","0","true"
"46","211.42665140187296","0","true"
"47","211.42665140187307","0","true"
"48","207.5481633828972","0","true"
"49","207.54816338289694","0","true"
"50","203.94567756461336","0","true"
"51","203.94567756461333","0","true"
"52","200.65686395388772","0","true"
"53","200.6568639538877","0","true"
"54","197.45948544523046","0","true"
"55","197.45948544523034","0","true"
"56","194.5163222150348","0","true"
"57","194.5163222150348","0","true"
"58","191.79982028729006","0","true"
"59","191.79982028729012","0","true"
"60","189.26345604074677","0","true"
"61","189.26345604074672","0","true"
"62","186.93241024401317","0","true"
"63","186.932410244013","0","true"
"64","184.7884845585963","0","true"
"65","184.78848455859634","0","true"
