"export-plot data (NetLogo 6.1.1)"
"Chapter_5_Butterfly_Movement.nlogo"
"07/15/2022 08:58:27:892 -0500"

"MODEL SETTINGS"
"probability"
"0.5"

"""Corridor Width"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","2190","0","613","true","""turtles""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""turtles""","true","0","1","0","1999"

"""turtles"""
"x","y","color","pen down?"
"0","373.9861425618903","0","true"
"1","373.98614256189023","0","true"
"2","502.89208955640265","0","true"
"3","502.8920895564028","0","true"
"4","528.4998633876019","0","true"
"5","528.4998633876024","0","true"
"6","551.3918252039101","0","true"
"7","551.3918252039105","0","true"
"8","556.9572586836138","0","true"
"9","556.9572586836139","0","true"
"10","563.6007014742747","0","true"
"11","563.6007014742745","0","true"
"12","560.0378578984893","0","true"
"13","560.0378578984904","0","true"
"14","553.0492266319878","0","true"
"15","553.0492266319882","0","true"
"16","544.4538744484595","0","true"
"17","544.4538744484591","0","true"
"18","538.7942255094316","0","true"
"19","538.7942255094314","0","true"
"20","538.197803139982","0","true"
"21","538.1978031399826","0","true"
"22","531.5265432159238","0","true"
"23","531.5265432159242","0","true"
"24","526.2661552520128","0","true"
"25","526.2661552520134","0","true"
"26","519.6115336065145","0","true"
"27","519.6115336065141","0","true"
"28","515.5526055161466","0","true"
"29","515.5526055161463","0","true"
"30","511.05768610365396","0","true"
"31","511.0576861036533","0","true"
"32","503.56618348708383","0","true"
"33","503.5661834870848","0","true"
"34","496.9110515317685","0","true"
"35","496.91105153176824","0","true"
"36","489.86275867625625","0","true"
"37","489.86275867625636","0","true"
"38","483.5366280120864","0","true"
"39","483.5366280120866","0","true"
"40","475.29780481728926","0","true"
"41","475.2978048172888","0","true"
"42","471.88226831522246","0","true"
"43","471.88226831522246","0","true"
"44","467.3507604291268","0","true"
"45","467.3507604291264","0","true"
"46","463.7909196342996","0","true"
"47","463.7909196342989","0","true"
"48","454.8734604592943","0","true"
"49","454.8734604592944","0","true"
"50","447.99564134019784","0","true"
"51","447.9956413401982","0","true"
"52","443.3251107227885","0","true"
"53","443.32511072278834","0","true"
"54","438.3388643449577","0","true"
"55","438.33886434495827","0","true"
"56","429.95472552006504","0","true"
"57","429.95472552006504","0","true"
"58","423.66456873900404","0","true"
"59","423.664568739004","0","true"
"60","419.5326276976732","0","true"
